Date/Time,ActivePower,WindSpeed,Power,WindDirection,Time,TimeDiff,Gust
02 07 2018 18:00,2285.090088,10.24825954,2937.0498,69.09087372,0,-50,-0.319130898
02 07 2018 18:10,2148.295898,10.17607021,2896.80711,66.17279053,10,10,-0.072189331
02 07 2018 18:20,2128.532959,10.03561974,2814.051225,65.59356689,20,10,-0.140450478
02 07 2018 18:30,2270.01001,10.34620953,2989.244548,69.02584839,30,10,0.31058979
02 07 2018 18:40,2306.458008,10.46901035,3050.883241,70.31125641,40,10,0.122800827
02 07 2018 18:50,2286.045898,10.4467001,3039.992411,70.28592682,50,10,-0.022310257
02 07 2018 19:00,2192.148926,10.19402981,2906.961904,68.92629242,0,-50,-0.252670288
02 07 2018 19:10,2216.180908,10.21772003,2920.211565,67.72962189,10,10,0.023690224
02 07 2018 19:20,2276.099121,10.32518959,2978.273661,66.36676788,20,10,0.107469559
02 07 2018 19:30,2247.793945,10.24147034,2933.329968,66.25578308,30,10,-0.083719254
02 07 2018 19:40,2344.816895,10.42780018,3030.660415,64.94888306,40,10,0.186329842
02 07 2018 19:50,2305.88501,10.42632961,3029.930218,65.49163818,50,10,-0.001470566
02 07 2018 20:00,2332.800049,10.55086994,3089.698466,67.11134338,0,-50,0.124540329
02 07 2018 20:10,2172.426025,10.39503956,3014.252579,68.30991364,10,10,-0.155830383
02 07 2018 20:20,2004.416992,9.876336098,2712.782794,68.5267334,20,10,-0.518703461
02 07 2018 20:30,1848.108032,9.228011131,2291.89437,69.29554749,30,10,-0.648324966
02 07 2018 20:40,1731.593018,9.000302315,2144.185793,67.83146667,40,10,-0.227708817
02 07 2018 20:50,1830.978027,9.2732687,2321.432733,70.89022827,50,10,0.272966385
02 07 2018 21:00,1856.225952,9.253951073,2308.818666,71.55071259,0,-50,-0.019317627
02 07 2018 21:10,1912.366943,9.440570831,2430.980224,70.18565369,10,10,0.186619759
02 07 2018 21:20,1839.43103,9.160614967,2248.005013,69.83442688,20,10,-0.279955864
02 07 2018 21:30,1675.901978,8.914869308,2089.261929,71.67910767,30,10,-0.245745659
02 07 2018 21:40,1549.172974,8.67730999,1938.406084,70.88398743,40,10,-0.237559319
02 07 2018 21:50,1275.087036,8.140021324,1611.171576,68.53766632,50,10,-0.537288666
02 07 2018 22:00,1297.031006,8.156543732,1620.876464,69.4151535,0,-50,0.016522408
02 07 2018 22:10,1271.676025,8.090947151,1582.500605,72.38155365,10,10,-0.065596581
02 07 2018 22:20,1355.942993,8.357229233,1740.717327,74.83508301,20,10,0.266282082
02 07 2018 22:30,1397.234985,8.426888466,1783.105186,76.4806366,30,10,0.069659233
02 07 2018 22:40,1324.295044,8.264167786,1684.707272,76.46875763,40,10,-0.16272068
02 07 2018 22:50,1103.199951,7.957489967,1505.747686,76.91748047,50,10,-0.306677818
02 07 2018 23:00,1081.448975,7.789638042,1411.931202,74.71053314,0,-50,-0.167851925
02 07 2018 23:10,1078.074951,7.798639774,1416.881202,73.005867,10,10,0.009001732
02 07 2018 23:20,1047.79895,7.739607811,1384.594619,75.9556427,20,10,-0.059031963
02 07 2018 23:30,1007.031006,7.685852051,1355.559226,77.59528351,30,10,-0.05375576
02 07 2018 23:40,1028.349976,7.922770023,1486.085234,78.02835083,40,10,0.236917973
02 07 2018 23:50,858.9478149,7.291910172,1153.004025,79.15535736,50,10,-0.630859852
03 07 2018 00:00,938.2987061,7.444218159,1229.210947,76.41706085,0,-50,0.152307987
03 07 2018 00:10,1010.27002,7.610561848,1315.497448,75.94107819,10,10,0.166343689
03 07 2018 00:20,959.3931885,7.633049011,1327.387523,78.06537628,20,10,0.022487164
03 07 2018 00:30,492.0494995,5.111674786,363.9157332,84.39424133,30,10,-2.521374226
03 07 2018 00:40,358.443512,4.893176079,310.1836479,90.8984375,40,10,-0.218498707
03 07 2018 00:50,188.0848999,4.11381197,144.4238457,99.05293274,50,10,-0.779364109
03 07 2018 01:00,162.5523987,4.033600807,129.2635681,87.14762878,0,-50,-0.080211163
03 07 2018 01:10,88.37671661,3.307411909,33.39734764,88.97499847,10,10,-0.726188898
03 07 2018 01:20,195.9051056,4.487820148,219.426078,82.87415314,20,10,1.180408239
03 07 2018 01:30,522.1635742,6.146698952,674.6049267,76.16828156,30,10,1.658878803
03 07 2018 01:40,516.8239746,6.309135914,733.3334949,74.87538147,40,10,0.162436962
03 07 2018 01:50,358.526886,5.604733944,499.639207,68.77596283,50,10,-0.70440197
03 07 2018 02:00,401.9674988,5.646566868,512.1674521,71.87484741,0,-50,0.041832924
03 07 2018 02:10,334.3537903,5.371066093,432.6630565,73.91248322,10,10,-0.275500774
03 07 2018 02:20,499.827301,6.192070961,690.7241105,75.32002258,20,10,0.821004868
03 07 2018 02:30,540.251709,6.377241135,758.8029971,69.94616699,30,10,0.185170174
03 07 2018 02:40,531.9456787,6.312517166,734.5861367,72.61730957,40,10,-0.064723969
03 07 2018 02:50,373.9448853,5.737174988,539.8863239,75.66825867,50,10,-0.575342178
03 07 2018 03:00,373.7750854,5.556437969,485.3827703,73.97525787,0,-50,-0.180737019
03 07 2018 03:10,504.1087952,6.356192112,750.8774929,75.0344162,10,10,0.799754143
03 07 2018 03:20,574.8521729,6.674081802,875.7864088,75.20796967,20,10,0.31788969
03 07 2018 03:30,461.5057983,6.150047779,675.7871268,75.94085693,30,10,-0.524034023
03 07 2018 03:40,291.3140869,5.082205772,356.4545934,77.18132782,40,10,-1.067842007
03 07 2018 03:50,148.9839935,4.260297775,172.9131211,79.2335968,50,10,-0.821907997
03 07 2018 04:00,70.92356873,3.322086096,34.60591132,86.5474472,0,-50,-0.938211679
03 07 2018 04:10,45.03345871,3.337336063,35.8984036,90.13289642,10,10,0.015249968
03 07 2018 04:20,6.279401779,2.994534016,0,99.38529968,20,10,-0.342802048
03 07 2018 04:30,40.42341995,3.805372,93.66182863,105.6268997,30,10,0.810837984
03 07 2018 04:40,120.8988037,3.89426589,108.5934271,105.1955032,40,10,0.08889389
03 07 2018 04:50,58.34352112,3.434513092,45.00854912,100.4916,50,10,-0.459752798
03 07 2018 05:00,190.1195984,4.550782204,232.8266406,107.9919968,0,-50,1.116269112
03 07 2018 05:10,143.5617981,4.113984108,144.4567043,109.4192963,10,10,-0.436798096
03 07 2018 05:20,16.7213192,2.861334085,0,92.10447693,20,10,-1.252650023
03 07 2018 05:30,57.96334076,3.331366062,35.38799136,99.11418152,30,10,0.470031977
03 07 2018 05:40,95.70986938,3.663491011,72.44933804,104.1439972,40,10,0.332124949
03 07 2018 05:50,155.447998,4.127222061,146.9878738,105.1220016,50,10,0.46373105
03 07 2018 06:00,119.1924973,3.762080908,86.84797386,101.8422012,0,-50,-0.365141153
03 07 2018 06:10,78.29563141,3.359273911,37.82298456,92.50514984,10,10,-0.402806997
03 07 2018 06:20,62.53562164,3.454329014,47.05171667,89.27864838,20,10,0.095055103
03 07 2018 06:30,23.38973045,2.857615948,0,94.37902069,30,10,-0.596713066
03 07 2018 06:40,0.487665504,2.52302599,0,99.72725677,40,10,-0.334589958
03 07 2018 06:50,0,3.360199928,37.90591677,106.510498,50,10,0.837173939
03 07 2018 07:00,31.27883911,3.524508953,54.79305785,96.20826721,0,-50,0.164309025
03 07 2018 07:10,0,2.21409297,0,94.75125885,10,10,-1.310415983
03 07 2018 07:20,0,3.371018887,38.88500551,101.5727005,20,10,1.156925917
03 07 2018 07:30,14.64605999,3.101717949,20.08269766,95.09848785,30,10,-0.269300938
03 07 2018 07:40,58.31729889,3.576261997,61.00661507,96.67288971,40,10,0.474544048
03 07 2018 07:50,68.36962128,3.581393003,61.64600207,99.47683716,50,10,0.005131006
03 07 2018 08:00,28.3232193,3.105897903,20.28588219,96.97351074,0,-50,-0.4754951
03 07 2018 08:10,0,2.72781992,0,96.34316254,10,10,-0.378077984
03 07 2018 08:20,0,2.94986105,0,103.7496033,20,10,0.22204113
03 07 2018 08:30,0,2.588171005,0,90.00248718,30,10,-0.361690044
03 07 2018 08:40,0,3.494488001,51.38508667,81.80713654,40,10,0.906316996
03 07 2018 08:50,127.2794037,4.11146307,143.9756168,72.30042267,50,10,0.616975069
03 07 2018 09:00,187.8115997,4.532516003,228.9141412,77.4988327,0,-50,0.421052933
03 07 2018 09:10,87.52792358,3.76581502,87.42389217,81.17881012,10,10,-0.766700983
03 07 2018 09:20,189.802597,4.610626221,245.7899024,70.31532288,20,10,0.844811201
03 07 2018 09:30,31.01775932,3.295953035,32.47755306,64.24578094,30,10,-1.314673185
03 07 2018 09:40,32.24723053,3.254585028,29.33180379,85.87526703,40,10,-0.041368008
03 07 2018 09:50,54.62208939,3.562330008,59.29176323,80.81242371,50,10,0.30774498
03 07 2018 10:00,58.42070007,3.66396594,72.5149717,73.3762207,0,-50,0.101635933
03 07 2018 10:10,37.66991043,3.55705905,58.65107237,69.28764343,10,10,-0.106906891
03 07 2018 10:20,4.584743023,2.721860886,0,65.20130157,20,10,-0.835198164
03 07 2018 10:30,0,2.368114948,0,41.94049835,30,10,-0.353745937
03 07 2018 10:40,0,2.775203943,0,44.49448013,40,10,0.407088995
03 07 2018 10:50,0,2.403393984,0,32.31319046,50,10,-0.371809959
03 07 2018 11:00,0,2.699050903,0,51.96916962,0,-50,0.295656919
03 07 2018 11:10,100.3015976,4.728257179,271.9405207,67.62795258,10,10,2.029206276
03 07 2018 11:20,252.4586945,4.98918581,333.3473499,63.79346848,20,10,0.260928631
03 07 2018 11:30,159.7640076,4.397480965,200.6094472,59.6039505,30,10,-0.591704845
03 07 2018 11:40,169.6849976,4.517200947,225.6494625,60.96374893,40,10,0.119719982
03 07 2018 11:50,58.09812164,3.397859097,41.39483994,54.35535812,50,10,-1.11934185
03 07 2018 12:00,21.40851974,3.094619989,19.74407505,28.63911057,0,-50,-0.303239107
03 07 2018 12:10,123.5028,3.973052979,122.8842632,16.21108055,10,10,0.878432989
03 07 2018 12:20,124.3507004,4.104706764,142.687806,21.95070076,20,10,0.131653786
03 07 2018 12:30,85.23087311,3.800749063,92.91989505,25.15208054,30,10,-0.303957701
03 07 2018 12:40,68.63381195,3.628947973,67.77237939,32.35850906,40,10,-0.17180109
03 07 2018 12:50,77.41029358,3.879367113,106.0026692,25.47989082,50,10,0.25041914
03 07 2018 13:00,74.12117004,3.773535967,88.6217823,25.13038063,0,-50,-0.105831146
03 07 2018 13:10,84.83656311,3.879488945,106.0237106,23.12022018,10,10,0.105952978
03 07 2018 13:20,113.467598,4.066428185,135.4320982,26.22611046,20,10,0.18693924
03 07 2018 13:30,155.870697,4.276200771,176.071785,32.80886078,30,10,0.209772587
03 07 2018 13:40,108.137001,3.950623989,118.7148451,31.93260002,40,10,-0.325576782
03 07 2018 13:50,70.56005859,3.621301889,66.76294349,30.07774925,50,10,-0.3293221
03 07 2018 14:00,44.84146118,3.478849888,49.66697362,37.81454086,0,-50,-0.142452002
03 07 2018 14:10,26.09141922,3.25612998,29.4443647,35.72489929,10,10,-0.222719908
03 07 2018 14:20,76.94731903,3.715095997,79.79205468,45.27363968,20,10,0.458966017
03 07 2018 14:30,96.53775787,3.76147294,86.75441722,43.69575882,30,10,0.046376944
03 07 2018 14:40,18.91106987,3.155630112,22.91782211,42.75004959,40,10,-0.605842829
03 07 2018 14:50,75.75926971,3.7676301,87.70464087,47.88011932,50,10,0.611999989
03 07 2018 15:00,226.7449951,4.74241209,275.1490553,47.02069092,0,-50,0.97478199
03 07 2018 15:10,260.2540894,4.911218166,314.484649,46.45183182,10,10,0.168806076
03 07 2018 15:20,313.5765991,5.172990799,379.6625124,53.42897034,20,10,0.261772633
03 07 2018 15:30,559.2244263,6.211195946,697.5846305,57.04819107,30,10,1.038205147
03 07 2018 15:40,584.4407959,6.3071208,732.5875496,55.45898056,40,10,0.095924854
03 07 2018 15:50,570.4384155,6.305315971,731.9198191,56.11532974,50,10,-0.001804829
03 07 2018 16:00,511.3464966,6.168027878,682.1549543,53.6271286,0,-50,-0.137288094
03 07 2018 16:10,537.6583252,6.164762974,680.9960868,55.43037033,10,10,-0.003264904
03 07 2018 16:20,574.8773804,6.292271137,727.1040944,56.85102081,20,10,0.127508163
03 07 2018 16:30,859.7670288,7.055539131,1041.187625,57.85771179,30,10,0.763267994
03 07 2018 16:40,969.5123901,7.240705013,1128.133542,57.91188049,40,10,0.185165882
03 07 2018 16:50,927.5004883,7.227414131,1121.737999,58.29141998,50,10,-0.013290882
03 07 2018 17:00,1114.656006,7.63302803,1327.376399,58.52700043,0,-50,0.405613899
03 07 2018 17:10,882.3779907,7.160600185,1089.954662,52.0544281,10,10,-0.472427845
03 07 2018 17:20,1093.223999,7.670770168,1347.476962,52.5773201,20,10,0.510169983
03 07 2018 17:30,1177.182983,7.777353764,1405.191515,45.2974205,30,10,0.106583595
03 07 2018 17:40,828.8218994,6.942941189,990.5084245,48.24264908,40,10,-0.834412575
03 07 2018 17:50,1195.050049,7.848483086,1444.459889,57.31568909,50,10,0.905541897
03 07 2018 18:00,1656.215942,8.982615471,2132.789859,62.51749039,0,-50,1.134132385
03 07 2018 18:10,1688.39502,8.968987465,2124.017858,67.26407623,10,10,-0.013628006
03 07 2018 18:20,1247.222046,7.897800922,1472.025868,68.78163147,20,10,-1.071186543
03 07 2018 18:30,1358.321045,8.156190872,1620.668934,72.51763916,30,10,0.25838995
03 07 2018 18:40,1523.33606,8.738242149,1976.807339,76.25248718,40,10,0.582051277
03 07 2018 18:50,1522.069946,8.705552101,1956.17798,74.92041016,50,10,-0.032690048
03 07 2018 19:00,1370.765991,8.465848923,1806.976382,72.68132782,0,-50,-0.239703178
03 07 2018 19:10,1168.848022,7.909429073,1478.564824,73.36031342,10,10,-0.556419849
03 07 2018 19:20,1105.483032,7.813778877,1425.227442,71.28856659,20,10,-0.095650196
03 07 2018 19:30,1009.533997,7.552740097,1285.225317,71.8443222,30,10,-0.26103878
03 07 2018 19:40,906.6801147,7.328350067,1170.929126,70.41396332,40,10,-0.22439003
03 07 2018 19:50,950.2340088,7.41960001,1216.661418,68.33495331,50,10,0.091249943
03 07 2018 20:00,922.9785767,7.360517979,1186.911655,64.67627716,0,-50,-0.059082031
03 07 2018 20:10,904.4367065,7.216994762,1116.741305,65.39465332,10,10,-0.143523216
03 07 2018 20:20,1006.804993,7.527427197,1272.11176,66.67915344,20,10,0.310432434
03 07 2018 20:30,1125.237061,7.809861183,1423.065047,66.19676971,30,10,0.282433987
03 07 2018 20:40,1261.322998,8.054245949,1561.212511,67.26072693,40,10,0.244384766
03 07 2018 20:50,1262.912964,8.041658401,1553.94228,70.27600098,50,10,-0.012587547
03 07 2018 21:00,1093.17395,7.852170944,1446.511729,66.98901367,0,-50,-0.189487457
03 07 2018 21:10,1036.779053,7.452398777,1233.401408,63.37308884,10,10,-0.399772167
03 07 2018 21:20,1010.981018,7.507565022,1261.882171,61.76985931,20,10,0.055166245
03 07 2018 21:30,1061.629028,7.611680984,1316.087655,62.1814003,30,10,0.104115963
03 07 2018 21:40,1136.083008,7.814268112,1425.497604,59.43976974,40,10,0.202587128
03 07 2018 21:50,1242.629028,7.955648899,1504.701806,61.71908951,50,10,0.141380787
03 07 2018 22:00,1219.781006,7.915836811,1482.174492,63.8800087,0,-50,-0.039812088
03 07 2018 22:10,1334.603027,8.168231964,1627.757379,64.91449738,10,10,0.252395153
03 07 2018 22:20,1372.737061,8.244885445,1673.194612,61.75268936,20,10,0.076653481
03 07 2018 22:30,1356.094971,8.311768532,1713.265316,59.39878845,30,10,0.066883087
03 07 2018 22:40,1377.600952,8.308241844,1711.142865,58.31682968,40,10,-0.003526688
03 07 2018 22:50,1317.43396,8.09912014,1587.259366,58.13591003,50,10,-0.209121704
03 07 2018 23:00,1285.676025,8.078508377,1575.270669,55.2492218,0,-50,-0.020611763
03 07 2018 23:10,1220.780029,7.999573231,1529.752316,54.48503113,10,10,-0.078935146
03 07 2018 23:20,1180.930054,7.986693859,1522.386035,55.59632111,20,10,-0.012879372
03 07 2018 23:30,1095.234985,7.75094223,1390.761586,57.77069855,30,10,-0.235751629
03 07 2018 23:40,1103.656006,7.769581795,1400.936686,56.12792969,40,10,0.018639565
03 07 2018 23:50,1151.324951,7.91597414,1482.251903,60.51622009,50,10,0.146392345
04 07 2018 00:00,1263.994019,8.183977127,1637.046745,63.53369904,0,-50,0.268002987
04 07 2018 00:10,1294.156006,8.127288818,1603.710475,63.89989853,10,10,-0.056688309
04 07 2018 00:20,1488.300049,8.590236664,1883.924318,66.32495117,20,10,0.462947845
04 07 2018 00:30,1617.020996,8.850248337,2047.936082,65.80615997,30,10,0.260011673
04 07 2018 00:40,1608.178955,8.901244164,2080.532124,68.44238281,40,10,0.050995827
04 07 2018 00:50,1511.656982,8.799613953,2015.698636,69.73718262,50,10,-0.101630211
04 07 2018 01:00,1657.824951,8.956469536,2115.967253,68.59854889,0,-50,0.156855583
04 07 2018 01:10,1797.069946,9.238509178,2298.741735,66.65733337,10,10,0.282039642
04 07 2018 01:20,1911.348022,9.450710297,2437.633065,65.99127197,20,10,0.212201118
04 07 2018 01:30,2043.391968,9.681863785,2577.887726,64.32620239,30,10,0.231153488
04 07 2018 01:40,2107.220947,9.852311134,2696.800713,62.45005035,40,10,0.17044735
04 07 2018 01:50,2098.520996,9.930040359,2747.830229,63.78039169,50,10,0.077729225
04 07 2018 02:00,2123.559082,9.902853966,2730.204871,64.07621765,0,-50,-0.027186394
04 07 2018 02:10,2052.37207,9.754265785,2629.597806,63.30305099,10,10,-0.148588181
04 07 2018 02:20,2030.535034,9.623811722,2535.117054,62.23814011,20,10,-0.130454063
04 07 2018 02:30,1981.292969,9.534910202,2467.306896,64.14324188,30,10,-0.08890152
04 07 2018 02:40,2019.400024,9.638195992,2545.824783,65.11235809,40,10,0.103285789
04 07 2018 02:50,2055.779053,9.85265255,2697.029157,65.99456024,50,10,0.214456558
04 07 2018 03:00,2078.737061,9.964678764,2769.943965,69.69859314,0,-50,0.112026215
04 07 2018 03:10,1999.274048,9.820287704,2675.202883,68.98114777,10,10,-0.14439106
04 07 2018 03:20,1996.725952,9.680445671,2576.856903,66.82250214,20,10,-0.139842033
04 07 2018 03:30,1939.537964,9.593248367,2512.122925,67.1607132,30,10,-0.087197304
04 07 2018 03:40,2088.179932,10.12794018,2869.120097,70.24224091,40,10,0.534691811
04 07 2018 03:50,2126.008057,10.25195026,2939.066353,70.54123688,50,10,0.124010086
04 07 2018 04:00,2245.610107,10.17313957,2895.140992,70.98227692,0,-50,-0.078810692
04 07 2018 04:10,2228.052002,10.02000999,2804.481026,70.14865112,10,10,-0.153129578
04 07 2018 04:20,2127.185059,9.931075096,2748.496373,68.71180725,20,10,-0.088934898
04 07 2018 04:30,2070.675049,9.8250103,2678.409283,68.43357849,30,10,-0.106064796
04 07 2018 04:40,2047.46106,9.749368668,2626.156664,70.65155029,40,10,-0.075641632
04 07 2018 04:50,2037.470947,9.791897774,2655.771286,73.24568939,50,10,0.042529106
04 07 2018 05:00,2026.93103,9.919851303,2741.252366,74.86372375,0,-50,0.127953529
04 07 2018 05:10,2036.057007,9.97389698,2775.76478,76.85162354,10,10,0.054045677
04 07 2018 05:20,1777.459961,9.523940086,2458.74242,77.45999146,20,10,-0.449956894
04 07 2018 05:30,1851.051025,9.48601532,2460.806387,76.11138916,30,10,-0.037924767
04 07 2018 05:40,1826.222046,9.517995834,2454.083413,74.46878052,40,10,0.031980515
04 07 2018 05:50,1627.046997,8.949279785,2111.346361,75.57737732,50,10,-0.568716049
04 07 2018 06:00,1536.947021,8.742556572,1979.534575,76.11283875,0,-50,-0.206723213
04 07 2018 06:10,1066.706055,7.598807812,1309.308406,72.30023193,10,10,-1.14374876
04 07 2018 06:20,1137.676025,7.695460796,1360.723215,69.62058258,20,10,0.096652985
04 07 2018 06:30,939.1317749,7.266881943,1140.801743,67.65574646,30,10,-0.428578854
04 07 2018 06:40,906.0269775,7.078076839,1051.52679,68.04514313,40,10,-0.188805103
04 07 2018 06:50,927.9578247,7.106935978,1064.862831,69.93757629,50,10,0.028859138
04 07 2018 07:00,1017.130005,7.346840858,1180.097877,69.97038269,0,-50,0.239904881
04 07 2018 07:10,909.5708008,7.005177975,1018.321437,69.44597626,10,10,-0.341662884
04 07 2018 07:20,1096.740967,7.541828156,1279.561814,68.7624588,20,10,0.536650181
04 07 2018 07:30,877.659729,6.983396053,1008.531788,69.58998871,30,10,-0.558432102
04 07 2018 07:40,757.7728882,6.739836216,903.0507801,71.17504883,40,10,-0.243559837
04 07 2018 07:50,724.9727173,6.650403023,866.0906789,70.68270111,50,10,-0.089433193
04 07 2018 08:00,845.6392822,6.977506161,1005.894948,66.79665375,0,-50,0.327103138
04 07 2018 08:10,675.7897949,6.33168602,741.7109368,67.02877045,10,10,-0.645820141
04 07 2018 08:20,651.4260254,6.392408848,764.5439413,62.50484085,20,10,0.060722828
04 07 2018 08:30,771.7415771,6.751737118,908.0392554,64.07245636,30,10,0.35932827
04 07 2018 08:40,727.0838013,6.680397987,878.38359,65.95079803,40,10,-0.07133913
04 07 2018 08:50,672.7097168,6.511734009,810.5884432,66.60166931,50,10,-0.168663979
04 07 2018 09:00,634.7271118,6.354926109,750.4023456,69.08229828,0,-50,-0.156807899
04 07 2018 09:10,578.4700928,6.209164143,696.8539202,65.76526642,10,10,-0.145761967
04 07 2018 09:20,565.8815918,6.176154137,685.0442976,61.29204941,20,10,-0.033010006
04 07 2018 09:30,641.1359863,6.344147205,746.3639297,61.75556946,30,10,0.167993069
04 07 2018 09:40,618.7520142,6.472976208,795.4606918,65.66741943,40,10,0.128829002
04 07 2018 09:50,729.4071045,6.778376102,919.2658897,63.97378922,50,10,0.305399895
04 07 2018 10:00,675.8261719,6.554493904,827.4722063,64.84957886,0,-50,-0.223882198
04 07 2018 10:10,553.7000122,6.218115807,700.0765855,64.3558197,10,10,-0.336378098
04 07 2018 10:20,490.5750122,5.95458889,609.7777278,66.79322815,20,10,-0.263526917
04 07 2018 10:30,445.565094,5.578564167,491.886802,63.14593887,30,10,-0.376024723
04 07 2018 10:40,380.251709,5.464284897,458.7842496,60.98165894,40,10,-0.11427927
04 07 2018 10:50,298.9580078,4.964187145,327.2500639,43.5774498,50,10,-0.500097752
04 07 2018 11:00,426.6033936,5.563777924,487.5352542,26.25101089,0,-50,0.599590778
04 07 2018 11:10,458.2092896,5.535264969,479.2019378,27.54721069,10,10,-0.028512955
04 07 2018 11:20,450.1473999,5.72860384,537.2295926,25.45631981,20,10,0.193338871
04 07 2018 11:30,536.1453247,5.933627129,602.8250625,29.45862007,30,10,0.205023289
04 07 2018 11:40,546.755188,6.129715919,668.6280511,24.01843071,40,10,0.196088791
04 07 2018 11:50,549.4636841,5.913152218,596.0787942,27.74099922,50,10,-0.216563702
04 07 2018 12:00,511.7673035,5.895223141,590.2075866,25.67494011,0,-50,-0.017929077
04 07 2018 12:10,535.9246826,6.009950161,627.3537005,30.94004059,10,10,0.11472702
04 07 2018 12:20,419.6755066,5.629650116,507.0809284,29.39253998,20,10,-0.380300045
04 07 2018 12:30,332.0954895,5.104333878,362.0506873,33.84841156,30,10,-0.525316238
04 07 2018 12:40,292.3338928,4.929611206,318.8938282,25.8878994,40,10,-0.174722672
04 07 2018 12:50,225.2084961,4.609622002,245.5705129,26.86322021,50,10,-0.319989204
04 07 2018 13:00,423.3786926,5.543897152,481.7167908,27.14340019,0,-50,0.93427515
04 07 2018 13:10,403.851593,5.49725914,468.2117883,23.06661034,10,10,-0.046638012
04 07 2018 13:20,367.0353088,5.445081234,453.3393988,25.17670059,20,10,-0.052177906
04 07 2018 13:30,391.3164063,5.494991779,467.5603493,28.07671928,30,10,0.049910545
04 07 2018 13:40,375.7486877,5.521777153,475.2863566,29.58794975,40,10,0.026785374
04 07 2018 13:50,381.8678894,5.465513229,459.1336587,28.70265007,50,10,-0.056263924
04 07 2018 14:00,523.4188232,6.011778831,627.9723819,29.1671505,0,-50,0.546265602
04 07 2018 14:10,507.3081055,6.011325836,627.8190898,30.51859093,10,10,-0.000452995
04 07 2018 14:20,633.434082,6.297198772,728.9210568,26.56962013,20,10,0.285872936
04 07 2018 14:30,549.3950195,6.115524769,663.6573724,31.78059006,30,10,-0.181674004
04 07 2018 14:40,607.5344849,6.231870174,705.0450122,36.62475967,40,10,0.116345406
04 07 2018 14:50,430.2514038,5.546387196,482.443519,33.49607849,50,10,-0.685482979
04 07 2018 15:00,510.1408997,5.832097054,569.8022809,37.61581039,0,-50,0.285709858
04 07 2018 15:10,368.1223145,5.377089024,434.3274113,34.15359116,10,10,-0.45500803
04 07 2018 15:20,364.8327026,5.521790981,475.2903624,38.64588165,20,10,0.144701958
04 07 2018 15:30,211.9915009,4.716632843,269.3156873,41.29444122,30,10,-0.805158138
04 07 2018 15:40,117.167099,4.140520096,149.539013,48.17301941,40,10,-0.576112747
04 07 2018 15:50,255.1593018,4.910736084,314.369418,51.88278961,50,10,0.770215988
04 07 2018 16:00,530.4326782,6.141983032,672.9421504,59.49837875,0,-50,1.231246948
04 07 2018 16:10,622.7852173,6.502445221,806.9477089,62.17921066,10,10,0.360462189
04 07 2018 16:20,771.3394165,6.857207775,952.9832484,65.3601532,20,10,0.354762554
04 07 2018 16:30,789.9204712,6.915537834,978.4157355,69.56774902,30,10,0.058330059
04 07 2018 16:40,620.5939941,6.566269875,832.1578966,75.60482025,40,10,-0.34926796
04 07 2018 16:50,688.7811279,6.801608086,929.1252761,74.97422791,50,10,0.235338211
04 07 2018 17:00,678.0906982,6.584963799,839.6282959,72.11945343,0,-50,-0.216644287
04 07 2018 17:10,665.227417,6.588294983,840.9636283,70.68036652,10,10,0.003331184
04 07 2018 17:20,734.0134277,6.893793106,968.8861255,70.05506134,20,10,0.305498123
04 07 2018 17:30,608.593689,6.503829956,807.4898468,73.26309204,30,10,-0.38996315
04 07 2018 17:40,572.0012817,6.493356228,803.394559,72.95683289,40,10,-0.010473728
04 07 2018 17:50,654.3250122,6.766123772,914.091913,70.92552948,50,10,0.272767544
04 07 2018 18:00,622.1542969,6.658092022,869.2320273,72.5513382,0,-50,-0.10803175
04 07 2018 18:10,648.1337891,6.525034904,815.8184366,70.84248352,10,10,-0.133057117
04 07 2018 18:20,741.5452881,6.943894863,990.9309462,64.48455048,20,10,0.418859959
04 07 2018 18:30,926.7836304,7.376907825,1195.112866,63.15658951,30,10,0.433012962
04 07 2018 18:40,881.3306274,7.300403118,1157.164836,57.84189987,40,10,-0.076504707
04 07 2018 18:50,856.3900757,7.266012192,1140.379291,59.79785919,50,10,-0.034390926
04 07 2018 19:00,890.3295288,7.242281914,1128.893969,50.98566055,0,-50,-0.023730278
04 07 2018 19:10,861.2067871,7.163701057,1091.416318,51.20085907,10,10,-0.078580856
04 07 2018 19:20,979.1323242,7.469737053,1242.316442,51.47668839,20,10,0.306035995
04 07 2018 19:30,887.4500732,7.300924778,1157.420739,56.35771179,30,10,-0.168812275
04 07 2018 19:40,864.2642212,7.361054897,1187.179698,68.4484024,40,10,0.060130119
04 07 2018 19:50,883.1282959,7.183782101,1100.913364,62.64825058,50,10,-0.177272797
04 07 2018 20:00,757.4603271,7.004959106,1018.22277,71.02483368,0,-50,-0.178822994
04 07 2018 20:10,757.2893066,6.933393002,986.2843771,71.7496109,10,10,-0.071566105
04 07 2018 20:20,708.9904175,6.841133118,946.0473421,71.88831329,20,10,-0.092259884
04 07 2018 20:30,757.7949219,6.979066849,1006.593225,68.01914215,30,10,0.137933731
04 07 2018 20:40,714.4473267,6.872299194,959.5234085,57.58983994,40,10,-0.106767654
04 07 2018 20:50,544.7501831,6.394288063,765.2569668,57.50197983,50,10,-0.478011131
04 07 2018 21:00,526.501709,6.412912846,772.3445759,53.62308121,0,-50,0.018624783
04 07 2018 21:10,419.6297913,5.799884796,559.5478698,47.83707047,10,10,-0.613028049
