Date/Time,ActivePower,WindSpeed,Power,WindDirection,Time,TimeDiff,Gust
01 01 2018 00:00,380.0477905,5.31133604,416.3289078,259.9949036,0,0,0
01 01 2018 00:10,453.7691956,5.672166824,519.9175111,268.6411133,10,10,0.360830784
01 01 2018 00:20,306.3765869,5.216036797,390.9000158,272.5647888,20,10,-0.456130028
01 01 2018 00:30,419.6459045,5.659674168,516.127569,271.2580872,30,10,0.443637371
01 01 2018 00:40,380.6506958,5.577940941,491.702972,265.6742859,40,10,-0.081733227
01 01 2018 00:50,402.3919983,5.604052067,499.436385,264.5786133,50,10,0.026111126
01 01 2018 01:00,447.6057129,5.793007851,557.3723633,266.1636047,0,-50,0.188955784
01 01 2018 01:10,387.2421875,5.306049824,414.8981788,257.9494934,10,10,-0.486958027
01 01 2018 01:20,463.6512146,5.584629059,493.6776521,253.4806976,20,10,0.278579235
01 01 2018 01:30,439.725708,5.523228168,475.7067828,258.7237854,30,10,-0.06140089
01 01 2018 01:40,498.1817017,5.724115849,535.841397,251.8509979,40,10,0.20088768
01 01 2018 01:50,526.8162231,5.934198856,603.0140765,265.5046997,50,10,0.210083008
01 01 2018 02:00,710.5872803,6.547413826,824.6625136,274.2329102,0,-50,0.61321497
01 01 2018 02:10,655.1942749,6.199746132,693.4726411,266.7331848,10,10,-0.347667694
01 01 2018 02:20,754.7625122,6.505383015,808.0981385,266.7604065,20,10,0.305636883
01 01 2018 02:30,790.1732788,6.634116173,859.4590208,270.4931946,30,10,0.128733158
01 01 2018 02:40,742.9852905,6.378912926,759.4345366,266.5932922,40,10,-0.255203247
01 01 2018 02:50,748.2296143,6.446652889,785.2810099,265.5718079,50,10,0.067739964
01 01 2018 03:00,736.6478271,6.415082932,773.1728635,261.1586914,0,-50,-0.031569958
01 01 2018 03:10,787.2462158,6.437530994,781.7712157,257.5602112,10,10,0.022448063
01 01 2018 03:20,722.8640747,6.220024109,700.7646999,255.9264984,20,10,-0.217506886
01 01 2018 03:30,935.0333862,6.89802599,970.7366269,250.0128937,30,10,0.678001881
01 01 2018 03:40,1220.609009,7.60971117,1315.048928,255.9857025,40,10,0.711685181
01 01 2018 03:50,1053.771973,7.288355827,1151.265744,255.4445953,50,10,-0.321355343
01 01 2018 04:00,1493.807983,7.943101883,1497.583724,256.4074097,0,-50,0.654746056
01 01 2018 04:10,1724.488037,8.376161575,1752.199662,252.4125977,10,10,0.433059692
01 01 2018 04:20,1636.935059,8.23695755,1668.470707,247.9794006,20,10,-0.139204025
01 01 2018 04:30,1385.488037,7.879590988,1461.815791,238.6096039,30,10,-0.357366562
01 01 2018 04:40,1098.932007,7.101376057,1062.285034,245.0955963,40,10,-0.778214931
01 01 2018 04:50,1021.458008,6.955307007,995.9958546,245.410202,50,10,-0.14606905
01 01 2018 05:00,1164.892944,7.098298073,1060.859712,235.2279053,0,-50,0.142991066
01 01 2018 05:10,1073.332031,6.953630924,995.2509608,242.8726959,10,10,-0.144667149
01 01 2018 05:20,1165.307983,7.249577999,1132.416861,244.8356934,20,10,0.295947075
01 01 2018 05:30,1177.98999,7.294691086,1154.365305,242.4815979,30,10,0.045113087
01 01 2018 05:40,1170.536011,7.376369953,1194.843099,247.9772034,40,10,0.081678867
01 01 2018 05:50,1145.536011,7.448554039,1231.430706,249.6829987,50,10,0.072184086
01 01 2018 06:00,1114.026978,7.23925209,1127.433206,248.401001,0,-50,-0.209301949
01 01 2018 06:10,1153.185059,7.329211235,1171.355044,244.6217041,10,10,0.089959145
01 01 2018 06:20,1125.331055,7.139705181,1080.139085,244.6318054,20,10,-0.189506054
01 01 2018 06:30,1228.732056,7.474228859,1244.633534,245.7859955,30,10,0.334523678
01 01 2018 06:40,1021.79303,7.033174038,1030.992686,248.6522064,40,10,-0.441054821
01 01 2018 06:50,957.3781738,6.886455059,965.6833344,244.6116943,50,10,-0.146718979
01 01 2018 07:00,909.8878174,6.887821198,966.2791049,235.8482971,0,-50,0.001366138
01 01 2018 07:10,1000.953979,7.216432095,1116.471899,232.8426971,10,10,0.328610897
01 01 2018 07:20,1024.478027,7.068597794,1047.170231,229.933197,20,10,-0.147834301
01 01 2018 07:30,1009.533997,6.938295841,988.4519407,230.1367035,30,10,-0.130301952
01 01 2018 07:40,899.492981,6.536687851,820.4166586,234.9338074,40,10,-0.40160799
01 01 2018 07:50,725.1101074,6.180624962,686.6369422,232.8379059,50,10,-0.356062889
01 01 2018 08:00,585.2593994,5.816825867,564.9276595,240.3287964,0,-50,-0.363799095
01 01 2018 08:10,443.9139099,5.450150967,454.7735871,238.126297,10,10,-0.3666749
01 01 2018 08:20,565.2537842,5.81814909,565.3490932,235.800293,20,10,0.367998123
01 01 2018 08:30,644.0377808,6.130272865,668.8235693,224.9586945,30,10,0.312123775
01 01 2018 08:40,712.0588989,6.347077847,747.4606734,216.803894,40,10,0.216804981
01 01 2018 08:50,737.3947754,6.347436905,747.5951091,205.7852936,50,10,0.000359058
01 01 2018 09:00,725.868103,6.194368839,691.5463343,199.8484955,0,-50,-0.153068066
01 01 2018 09:10,408.997406,4.977198124,330.4176304,207.9978027,10,10,-1.217170715
01 01 2018 09:20,628.4368286,5.959111214,611.2838365,210.954895,20,10,0.98191309
01 01 2018 09:30,716.1005859,6.21137619,697.6494744,215.6940002,30,10,0.252264977
01 01 2018 09:40,711.4956055,6.111453056,662.235163,220.8426056,40,10,-0.099923134
01 01 2018 09:50,838.1519165,6.456322193,789.0114224,237.0653076,50,10,0.344869137
01 01 2018 10:00,881.0620728,6.666657925,872.7396259,235.6674957,0,-50,0.210335732
01 01 2018 10:10,663.703125,6.16287899,680.3278917,229.3296967,10,10,-0.503778934
01 01 2018 10:20,578.2615967,6.013167858,628.4425608,234.9006042,20,10,-0.149711132
01 01 2018 10:30,465.6200867,5.561203003,486.7795676,230.4228058,30,10,-0.451964855
01 01 2018 10:40,311.0509033,4.960731983,326.4110254,229.5375061,40,10,-0.60047102
01 01 2018 10:50,230.0554962,4.60387516,244.3162442,231.7984924,50,10,-0.356856823
01 01 2018 11:00,233.9906006,4.554533958,233.6327805,234.1056061,0,-50,-0.049341202
01 01 2018 11:10,175.5921936,4.26362896,173.5736631,228.7767029,10,10,-0.290904999
01 01 2018 11:20,118.1331024,3.894139051,108.5712211,227.9389954,20,10,-0.369489908
01 01 2018 11:30,142.2024994,4.038761139,130.2299896,224.4649963,30,10,0.144622087
01 01 2018 11:40,212.5661926,4.505650997,223.1967841,224.9505005,40,10,0.466889858
01 01 2018 11:50,222.6100006,4.543397903,231.2425073,229.127594,50,10,0.037746906
01 01 2018 12:00,194.1811981,4.323760986,185.5984796,227.0399933,0,-50,-0.219636917
01 01 2018 12:10,82.64074707,3.634437084,68.5028198,230.3146057,10,10,-0.689323902
01 01 2018 12:20,75.8952179,3.705512047,78.39616535,233.9532928,20,10,0.071074963
01 01 2018 12:30,41.94723892,3.253968,29.28695563,233.0659027,30,10,-0.451544046
01 01 2018 12:40,118.5345993,3.775136948,88.87136533,227.7534943,40,10,0.521168947
01 01 2018 12:50,250.7559052,4.693500996,264.1192574,229.8966064,50,10,0.918364048
01 01 2018 13:00,346.8644104,5.002939224,336.7219982,235.2794952,0,-50,0.309438229
01 01 2018 13:10,416.4179077,5.364749908,430.921089,235.5852966,10,10,0.361810684
01 01 2018 13:20,331.9414978,5.016181946,339.9849402,229.9429016,20,10,-0.348567963
01 01 2018 13:30,583.4799194,5.970407963,615.0556308,235.6952972,30,10,0.954226017
01 01 2018 13:40,776.5526733,6.655520916,868.1808449,241.4573975,40,10,0.685112953
01 01 2018 13:50,752.7263794,6.600903988,846.0294095,242.7821045,50,10,-0.054616928
01 01 2018 14:00,589.0731201,5.981378078,618.7314427,234.9844055,0,-50,-0.619525909
01 01 2018 14:10,1109.128052,7.424593925,1219.199787,235.1472931,10,10,1.443215847
01 01 2018 14:20,1482.459961,8.186451912,1638.508909,238.4790955,20,10,0.761857986
01 01 2018 14:30,1523.430054,8.27493,1691.147039,237.0332031,30,10,0.088478088
01 01 2018 14:40,1572.170044,8.449202538,1796.76309,238.3323975,40,10,0.174272537
01 01 2018 14:50,1698.939941,8.575974464,1875.047197,235.6414032,50,10,0.126771927
01 01 2018 15:00,1616.845947,8.282259941,1695.538777,236.4613953,0,-50,-0.293714523
01 01 2018 15:10,1796.823975,8.734552383,1974.4758,234.3547974,10,10,0.452292442
01 01 2018 15:20,1885.860962,8.764103889,1993.170712,231.0016022,20,10,0.029551506
01 01 2018 15:30,2327.511963,9.669431686,2568.827129,227.6000977,30,10,0.905327797
01 01 2018 15:40,2499.162109,10.14109039,2876.753616,227.7315979,40,10,0.471658707
01 01 2018 15:50,2820.512939,10.77241993,3186.029883,225.2763977,50,10,0.631329536
01 01 2018 16:00,2812.279053,10.64752007,3133.259224,224.680603,0,-50,-0.124899864
01 01 2018 16:10,2530.447021,9.982661247,2781.274041,225.5195007,10,10,-0.664858818
01 01 2018 16:20,2399.121094,9.874385834,2711.492458,227.2738037,20,10,-0.108275414
01 01 2018 16:30,2335.587891,9.785479546,2651.341009,229.2554932,30,10,-0.088906288
01 01 2018 16:40,2341.133057,9.614232063,2527.945451,230.7368927,40,10,-0.171247482
01 01 2018 16:50,2391.8479,9.618504524,2531.14794,229.490799,50,10,0.004272461
01 01 2018 17:00,2118.389893,9.098683357,2207.79282,223.960907,0,-50,-0.519821167
01 01 2018 17:10,1866.845947,8.677425385,1938.478601,219.7937012,10,10,-0.421257973
01 01 2018 17:20,1865.619019,8.774898529,2000.011716,219.0449066,20,10,0.097473145
01 01 2018 17:30,1862.447998,8.689981461,1946.373955,215.3352051,30,10,-0.084917068
01 01 2018 17:40,1884.119019,8.631073952,1909.416256,216.2799988,40,10,-0.058907509
01 01 2018 17:50,1855.776978,8.614569664,1899.100734,214.5290985,50,10,-0.016504288
01 01 2018 18:00,1958.133057,9.21884346,2285.917032,212.1799011,0,-50,0.604273796
01 01 2018 18:10,2228.24292,10.04951954,2822.50949,210.3085938,10,10,0.830676079
01 01 2018 18:20,2529.291016,10.31871033,2974.866796,210.5881042,20,10,0.269190788
01 01 2018 18:30,2788.25708,10.76675987,3183.72246,207.4813995,30,10,0.448049545
01 01 2018 18:40,2692.929932,10.55825043,3093.110672,208.5518951,40,10,-0.208509445
01 01 2018 18:50,2535.353027,10.25072002,2938.394607,208.0106964,50,10,-0.307530403
01 01 2018 19:00,2584.665039,10.46477032,3048.823833,205.7528992,0,-50,0.214050293
01 01 2018 19:10,2960.183105,11.39078045,3393.645541,200.6542969,10,10,0.926010132
01 01 2018 19:20,3062.978027,11.56554031,3437.597135,198.1242981,20,10,0.174759865
01 01 2018 19:30,3024.39209,11.2802496,3362.668742,198.5381927,30,10,-0.285290718
01 01 2018 19:40,3187.9729,11.33677959,3378.826271,200.4904022,40,10,0.056529999
01 01 2018 19:50,3387.228027,11.80463982,3488.248491,199.2469025,50,10,0.467860222
01 01 2018 20:00,3209.018066,11.3635397,3386.244486,199.8054962,0,-50,-0.441100121
01 01 2018 20:10,3272.665039,11.63259029,3452.881108,198.2677002,10,10,0.269050598
01 01 2018 20:20,3209.698975,11.44476032,3407.867876,195.6320038,20,10,-0.187829971
01 01 2018 20:30,3134.518066,11.27190018,3360.225775,196.6611023,30,10,-0.172860146
01 01 2018 20:40,2977.824951,11.05900955,3292.880925,196.5158997,40,10,-0.212890625
01 01 2018 20:50,3431.772949,12.10377979,3537.173706,198.2570038,50,10,1.044770241
01 01 2018 21:00,3604.209961,12.92813969,3597.469467,201.5825958,0,-50,0.824359894
01 01 2018 21:10,3601.327881,13.31941986,3600,201.9421997,10,10,0.391280174
01 01 2018 21:20,3604.426025,13.12152004,3600,203.5077972,20,10,-0.197899818
01 01 2018 21:30,3604.391113,13.23544979,3600,202.6929932,30,10,0.113929749
01 01 2018 21:40,3604.337891,13.23589993,3600,202.9362946,40,10,0.000450134
01 01 2018 21:50,3554.687988,13.02956009,3600,201.2539063,50,10,-0.206339836
01 01 2018 22:00,3479.407959,12.96393967,3597.794635,201.3408966,0,-50,-0.065620422
01 01 2018 22:10,3472.333008,12.90295029,3597.13106,200.9795074,10,10,-0.06098938
01 01 2018 22:20,3491.510986,12.76634026,3593.704942,200.9960022,20,10,-0.136610031
01 01 2018 22:30,3536.989014,12.89834976,3597.059449,200.5142059,30,10,0.132009506
01 01 2018 22:40,3528.658936,12.74211025,3592.814313,202.8952942,40,10,-0.15623951
01 01 2018 22:50,3581.540039,12.31826019,3562.990095,202.841095,50,10,-0.42385006
01 01 2018 23:00,3570.079102,12.41880989,3572.556143,202.4118042,0,-50,0.100549698
01 01 2018 23:10,3597.604004,12.54298973,3582.204643,201.6253052,10,10,0.12417984
01 01 2018 23:20,3441.025879,12.67599964,3589.945634,199.3220978,20,10,0.133009911
01 01 2018 23:30,3373.969971,13.00304985,3600,197.1307068,30,10,0.327050209
01 01 2018 23:40,3369.812988,13.29767036,3600,196.4936066,40,10,0.294620514
01 01 2018 23:50,3375.903076,12.84405994,3595.984792,195.3150024,50,10,-0.45361042
02 01 2018 00:00,3377.649902,12.70538998,3591.300461,196.0422058,0,-50,-0.138669968
02 01 2018 00:10,3374.423096,12.1833601,3547.627655,197.7438965,10,10,-0.522029877
02 01 2018 00:20,3401.081055,12.20514011,3550.307222,196.8088074,20,10,0.021780014
02 01 2018 00:30,3469.412109,12.60188007,3585.959181,193.8157043,30,10,0.39673996
02 01 2018 00:40,3511.809082,12.84455013,3595.996394,194.3466034,40,10,0.242670059
02 01 2018 00:50,3536.759033,12.49705982,3578.911555,196.009201,50,10,-0.347490311
02 01 2018 01:00,3467.808105,12.09607029,3536.105139,197.9526978,0,-50,-0.400989532
02 01 2018 01:10,3460.677002,12.19612026,3549.206917,201.330307,10,10,0.100049973
02 01 2018 01:20,3589.443115,12.55035019,3582.702554,201.1882019,20,10,0.354229927
02 01 2018 01:30,3527.718994,12.6156702,3586.762967,202.6235962,30,10,0.065320015
02 01 2018 01:40,3561.26709,13.10278034,3600,201.7666016,40,10,0.487110138
02 01 2018 01:50,3604.068115,13.68774986,3600,199.0195007,50,10,0.584969521
02 01 2018 02:00,3604.176025,14.10241985,3600,196.2552032,0,-50,0.414669991
02 01 2018 02:10,3593.200928,14.39330959,3600,195.8798981,10,10,0.29088974
02 01 2018 02:20,3493.821045,14.07954979,3600,197.6403046,20,10,-0.313759804
02 01 2018 02:30,3470.701904,14.05440044,3600,197.2447968,30,10,-0.025149345
02 01 2018 02:40,3436.610107,13.51247025,3600,195.9954071,40,10,-0.541930199
02 01 2018 02:50,3401.455078,13.71004963,3600,192.4197998,50,10,0.197579384
02 01 2018 03:00,3395.23291,13.7423296,3600,191.0137024,0,-50,0.032279968
02 01 2018 03:10,3417.503906,13.14186001,3600,192.2046967,10,10,-0.600469589
02 01 2018 03:20,3465.108887,12.86771011,3596.50506,192.771698,20,10,-0.274149895
02 01 2018 03:30,3467.417969,12.84727001,3596.060138,192.4705048,30,10,-0.020440102
02 01 2018 03:40,3522.406982,12.73211002,3592.421666,192.5679016,40,10,-0.115159988
02 01 2018 03:50,3510.10791,12.51620007,3580.322941,194.9992065,50,10,-0.215909958
02 01 2018 04:00,3513.844971,12.59866047,3585.767414,196.0422974,0,-50,0.082460403
02 01 2018 04:10,3564.008057,13.23031998,3600,196.4087982,10,10,0.631659508
02 01 2018 04:20,3475.278076,13.0946703,3600,198.5249939,20,10,-0.135649681
02 01 2018 04:30,3561.990967,12.91687965,3597.329407,198.0101013,30,10,-0.177790642
02 01 2018 04:40,3521.554932,12.63354969,3587.762741,197.6634979,40,10,-0.283329964
02 01 2018 04:50,3493.60791,12.82567024,3595.524457,201.1040955,50,10,0.192120552
02 01 2018 05:00,3555.304932,12.54162025,3582.111096,200.3634033,0,-50,-0.284049988
02 01 2018 05:10,3377.12793,12.10496998,3537.337786,196.9826965,10,10,-0.436650276
02 01 2018 05:20,3479.626953,12.36250019,3567.394707,199.798996,20,10,0.257530212
02 01 2018 05:30,3539.112061,12.60391045,3586.079315,201.2702942,30,10,0.241410255
02 01 2018 05:40,3430.436035,12.21222019,3551.161616,198.9846039,40,10,-0.391690254
02 01 2018 05:50,3301.917969,11.98762035,3520.011831,202.5711975,50,10,-0.224599838
02 01 2018 06:00,3235.543945,11.67932987,3463.031603,200.7035065,0,-50,-0.308290482
02 01 2018 06:10,3519.022949,12.46971989,3576.798254,197.8733978,10,10,0.790390015
02 01 2018 06:20,3469.537109,12.49489975,3578.748756,201.1011047,20,10,0.025179863
02 01 2018 06:30,3296.186035,11.78983021,3485.417643,200.3565979,30,10,-0.705069542
02 01 2018 06:40,3045.51001,10.90355015,3237.314957,199.4629059,40,10,-0.88628006
02 01 2018 06:50,3444.741943,12.18807983,3548.214895,202.7460022,50,10,1.284529686
02 01 2018 07:00,3417.746094,11.97813034,3518.508247,199.4022064,0,-50,-0.209949493
02 01 2018 07:10,2807.613037,10.67446995,3144.977295,197.2297058,10,10,-1.303660393
02 01 2018 07:20,2493.393066,9.69664669,2588.59196,200.3191986,20,10,-0.977823257
02 01 2018 07:30,3215.196045,11.41759014,3400.782508,200.488205,30,10,1.720943451
02 01 2018 07:40,3589.590088,12.68927002,3590.573175,199.5281067,40,10,1.271679878
02 01 2018 07:50,3599.149902,13.05860043,3600,200.6078033,50,10,0.369330406
02 01 2018 08:00,3375.177002,11.52081966,3426.922472,195.8547058,0,-50,-1.537780762
02 01 2018 08:10,3346.980957,11.51231003,3424.84719,197.7467041,10,10,-0.008509636
02 01 2018 08:20,3567.967041,12.41629982,3572.336603,199.1638031,20,10,0.903989792
02 01 2018 08:30,3519.264893,12.16014957,3544.686608,198.3968964,30,10,-0.256150246
02 01 2018 08:40,3485.191895,11.67107964,3461.269666,194.6569977,40,10,-0.489069939
02 01 2018 08:50,3145.562988,11.14585972,3321.545696,195.8325043,50,10,-0.525219917
02 01 2018 09:00,2978.310059,10.77289963,3186.225079,193.1703949,0,-50,-0.372960091
02 01 2018 09:10,3179.008057,10.92975998,3247.07462,195.0997009,10,10,0.156860352
02 01 2018 09:20,3461.581055,12.14006042,3542.069502,198.2947998,20,10,1.210300446
02 01 2018 09:30,3082.549072,11.19556046,3337.205225,200.7570038,30,10,-0.944499969
02 01 2018 09:40,3493.657959,12.94869041,3597.678446,204.0805969,40,10,1.753129959
02 01 2018 09:50,3601.045898,14.87942982,3600,197.5942993,50,10,1.930739403
02 01 2018 10:00,3597.564941,15.12405968,3600,196.3455963,0,-50,0.24462986
02 01 2018 10:10,3602.172119,16.29367065,3600,196.8367004,10,10,1.169610977
02 01 2018 10:20,3601.99292,16.12397957,3600,192.2306061,20,10,-0.169691086
02 01 2018 10:30,3600.791016,15.27460003,3600,190.949295,30,10,-0.849379539
02 01 2018 10:40,3590.75,13.56672001,3600,192.9456024,40,10,-1.70788002
02 01 2018 10:50,3601.845947,15.36779976,3600,194.7528076,50,10,1.80107975
02 01 2018 11:00,3601.870117,15.86174965,3600,195.0402985,0,-50,0.49394989
02 01 2018 11:10,3591.655029,14.92051029,3600,197.9895935,10,10,-0.941239357
02 01 2018 11:20,3579.024902,13.60853004,3600,201.4945068,20,10,-1.311980247
02 01 2018 11:30,3598.131104,14.46385956,3600,200.4884033,30,10,0.855329514
02 01 2018 11:40,3525.333008,12.68828964,3590.527705,202.2259979,40,10,-1.775569916
02 01 2018 11:50,3560.699951,13.55690002,3600,202.153595,50,10,0.868610382
02 01 2018 12:00,3537.676025,13.32281017,3600,203.2893982,0,-50,-0.234089851
02 01 2018 12:10,3491.291016,12.60700989,3586.261512,201.0937042,10,10,-0.715800285
02 01 2018 12:20,3530.766113,12.31476021,3562.628404,197.5440979,20,10,-0.29224968
02 01 2018 12:30,2915.839111,10.3801899,3006.71767,200.9197998,30,10,-1.934570313
02 01 2018 12:40,2178.658936,9.11702919,2219.691985,201.0245056,40,10,-1.263160706
02 01 2018 12:50,2244.412109,9.253190994,2308.322526,198.9759979,50,10,0.136161804
02 01 2018 13:00,1278.89502,9.072306633,2190.704763,198.2364044,0,-50,-0.180884361
02 01 2018 13:10,2832.934082,10.34463024,2988.424599,196.6472015,10,10,1.272323608
02 01 2018 13:20,3205.9729,11.10330963,3307.71074,200.1464996,20,10,0.75867939
02 01 2018 13:30,3149.284912,11.06910992,3296.300642,198.8968048,30,10,-0.034199715
02 01 2018 13:40,3273.656006,11.32581043,3375.742901,201.1446075,40,10,0.256700516
02 01 2018 13:50,3114.099121,11.01513958,3277.761152,204.9272003,50,10,-0.310670853
02 01 2018 14:00,3111.060059,10.90725994,3238.706158,204.813797,0,-50,-0.107879639
02 01 2018 14:10,3361.011963,11.76941013,3481.44923,209.778595,10,10,0.862150192
02 01 2018 14:20,3421.419922,11.87483025,3501.130346,209.6006012,20,10,0.105420113
02 01 2018 14:30,3520.148926,12.16926003,3545.851555,208.3181,30,10,0.294429779
02 01 2018 14:40,3589.427002,12.82061958,3595.389466,211.1817932,40,10,0.651359558
02 01 2018 14:50,3495.115967,12.57161999,3584.095307,209.4647064,50,10,-0.248999596
02 01 2018 15:00,3298.761963,11.39929962,3395.929165,205.625,0,-50,-1.172320366
02 01 2018 15:10,2894.440918,10.54543018,3087.174334,200.6107025,10,10,-0.853869438
02 01 2018 15:20,3486.628906,12.30932999,3562.063389,202.0561981,20,10,1.763899803
02 01 2018 15:30,3455.24707,12.1683197,3545.731948,203.7207031,30,10,-0.141010284
02 01 2018 15:40,3556.785889,12.28707981,3559.699203,204.6085968,40,10,0.118760109
02 01 2018 15:50,3375.582031,12.01319027,3523.986209,201.7415009,50,10,-0.273889542
02 01 2018 16:00,3493.979004,12.21352959,3551.318734,201.7156067,0,-50,0.200339317
02 01 2018 16:10,3549.147949,12.93774033,3597.57459,199.9685059,10,10,0.724210739
02 01 2018 16:20,3483.315918,13.66942024,3600,203.870697,20,10,0.731679916
02 01 2018 16:30,3589.858887,13.69785976,3600,204.8023071,30,10,0.028439522
02 01 2018 16:40,3584.235107,12.75835991,3593.421089,202.6508026,40,10,-0.939499855
02 01 2018 16:50,3599.008057,12.76517963,3593.664238,201.2570953,50,10,0.006819725
02 01 2018 17:00,3602.637939,13.07721996,3600,203.4407043,0,-50,0.312040329
02 01 2018 17:10,3550.563965,12.59340954,3585.451317,205.1535034,10,10,-0.483810425
02 01 2018 17:20,3552.782959,12.51366997,3580.139581,205.008194,20,10,-0.079739571
02 01 2018 17:30,3585.010986,12.53439999,3581.613183,204.1203003,30,10,0.020730019
02 01 2018 17:40,3421.176025,11.96442986,3516.3102,201.9989014,40,10,-0.569970131
02 01 2018 17:50,3406.040039,11.94577026,3513.264349,194.3786926,50,10,-0.018659592
02 01 2018 18:00,3515.610107,12.20707989,3550.542117,189.5238037,0,-50,0.261309624
02 01 2018 18:10,3515.965088,12.2751503,3558.399068,190.5794983,10,10,0.068070412
02 01 2018 18:20,3475.418945,12.72264004,3592.036307,187.6125031,20,10,0.447489738
02 01 2018 18:30,3471.156982,12.26537037,3557.31619,189.4371948,30,10,-0.457269669
02 01 2018 18:40,3281.754883,11.70368958,3468.159913,192.2619019,40,10,-0.561680794
02 01 2018 18:50,2955.11499,10.96352959,3259.412905,190.4571991,50,10,-0.740159988
02 01 2018 19:00,3061.735107,11.29796982,3367.805139,192.8582001,0,-50,0.334440231
02 01 2018 19:10,2679.110107,10.66594982,3141.292611,194.0843964,10,10,-0.632019997
02 01 2018 19:20,2721.081055,10.8332901,3210.350601,195.2017975,20,10,0.167340279
02 01 2018 19:30,2649.136963,10.57837009,3102.339998,195.3432007,30,10,-0.254920006
02 01 2018 19:40,2707.74292,10.38854027,3010.962279,201.797699,40,10,-0.189829826
02 01 2018 19:50,2508.832031,10.08041954,2841.099422,204.2073975,50,10,-0.308120728
02 01 2018 20:00,2316.647949,9.838738441,2687.688082,199.747406,0,-50,-0.241681099
02 01 2018 20:10,3081.542969,11.43999958,3406.637064,200.2402954,10,10,1.601261139
02 01 2018 20:20,3397.638916,11.94402981,3512.977172,201.1663971,20,10,0.504030228
02 01 2018 20:30,3391.716064,11.85929012,3498.353994,201.7106018,30,10,-0.084739685
02 01 2018 20:40,3587.510986,12.81147957,3595.135782,201.3484955,40,10,0.952189445
02 01 2018 20:50,3603.112061,12.91353989,3597.284381,201.6768951,50,10,0.102060318
02 01 2018 21:00,3591.093018,12.72832012,3592.269026,202.4132996,0,-50,-0.185219765
02 01 2018 21:10,3221.044922,11.66357994,3459.656972,202.6618958,10,10,-1.064740181
02 01 2018 21:20,2887.733887,11.0952301,3305.038612,204.061203,20,10,-0.568349838
02 01 2018 21:30,2364.534912,10.16094971,2888.183469,203.3379059,30,10,-0.934280396
02 01 2018 21:40,1935.847046,9.202415466,2275.211448,197.8013,40,10,-0.958534241
02 01 2018 21:50,1549.480957,8.539284706,1852.273851,195.5061035,50,10,-0.66313076
02 01 2018 22:00,1625.755981,8.809141159,2021.754239,187.4846039,0,-50,0.269856453
02 01 2018 22:10,1994.222046,9.608460426,2523.60898,188.0238953,10,10,0.799319267
02 01 2018 22:20,2362,9.844923973,2691.848533,190.6604004,20,10,0.236463547
02 01 2018 22:30,2097.771973,9.338670731,2364.198743,196.7335968,30,10,-0.506253242
02 01 2018 22:40,1564.590942,8.424916267,1781.899877,197.0158997,40,10,-0.913754463
02 01 2018 22:50,1107.474976,7.656233788,1339.713949,188.6903992,50,10,-0.76868248
02 01 2018 23:00,1303.116943,8.144581795,1613.847713,181.6596069,0,-50,0.488348007
02 01 2018 23:10,1561.182007,8.54713726,1857.140175,173.5366974,10,10,0.402555466
02 01 2018 23:20,1544.999023,8.381804466,1755.627598,171.3834076,20,10,-0.165332794
02 01 2018 23:30,1456.738037,7.850449085,1445.553534,179.8197937,30,10,-0.531355381
02 01 2018 23:40,1795.644043,8.656551361,1925.374082,188.2382965,40,10,0.806102276
02 01 2018 23:50,2773.291016,10.92311954,3244.617174,179.039093,50,10,2.266568184
03 01 2018 00:00,2782.568115,10.4051199,3019.332696,176.9255981,0,-50,-0.517999649
03 01 2018 00:10,2446.424072,9.498130798,2468.761378,174.677002,10,10,-0.906989098
03 01 2018 00:20,3412.39209,11.93025017,3510.684928,180.6725006,20,10,2.43211937
03 01 2018 00:30,3255.337891,11.07629013,3298.717792,183.8755035,30,10,-0.853960037
03 01 2018 00:40,2796.876953,10.45788002,3045.466801,192.1911011,40,10,-0.61841011
03 01 2018 00:50,2467.954102,9.791149139,2655.255241,197.104599,50,10,-0.666730881
03 01 2018 01:00,1278.886963,7.626486778,1323.911052,202.940506,0,-50,-2.164662361
03 01 2018 01:10,1042.537964,7.287635803,1150.913828,207.3871002,10,10,-0.338850975
03 01 2018 01:20,609.0761719,6.228209019,703.7205269,216.9989014,20,10,-1.059426785
03 01 2018 01:30,175.4407043,4.47162199,216.0170723,222.5090942,30,10,-1.756587029
03 01 2018 01:40,112.1109009,4.127829075,147.1041396,215.4514008,40,10,-0.343792915
03 01 2018 01:50,271.9171143,5.032844067,344.1094784,202.5102997,50,10,0.905014992
03 01 2018 02:00,737.4487915,6.267045021,717.8434981,211.2003021,0,-50,1.234200954
03 01 2018 02:10,1375.579956,7.763337135,1397.52319,193.6107025,10,10,1.496292114
03 01 2018 02:20,1520.890015,8.21955204,1658.119112,172.135498,20,10,0.456214905
03 01 2018 02:30,1349.112061,7.974888802,1515.649475,168.3569031,30,10,-0.244663239
03 01 2018 02:40,889.1298218,6.794364929,926.0444806,171.1295013,40,10,-1.180523872
03 01 2018 02:50,412.115509,5.536108017,479.4472407,162.7037964,50,10,-1.258256912
03 01 2018 03:00,444.6036072,5.491714954,466.6197137,150.2816925,0,-50,-0.044393063
03 01 2018 03:10,655.7307129,6.076754093,650.187023,149.6408997,10,10,0.585039139
03 01 2018 03:20,882.5654297,6.69093895,882.7282325,152.2225037,20,10,0.614184856
